canonical_id,name,type,aliases,gold_name,homepage,doi,source
10998034,MovieLens,Dataset,movielens,movielens-1m,,10.5281/zenodo.10998034,Zenodo
15403972,"See the Movie, Hear the Song, Read the Book: Extending MovieLens-1M, Last.fm 2K, and DBBook with multimodal Data",Dataset,"see the movie, hear the song, read the book: extending movielens-1m, last.fm 2k, and dbbook with multimodal data",movielens-1m,,10.5281/zenodo.15403972,Zenodo
15887269,Hauraki Gulf BathyTopo Digital Elevation Model,Dataset,hauraki gulf bathytopo digital elevation model,movielens-1m,,10.5281/zenodo.15887269,Zenodo
3820050,100 Bestselller books during COVID-19 in Spain,Dataset,100 bestselller books during covid-19 in spain,amazon-book,,10.5281/zenodo.3820050,Zenodo
17036056,IN-HABIT APP,Software,in-habit app,amazon-book,,10.5281/zenodo.17036056,Zenodo
5259139,Yelp Reviews Full (YELP) 2015,Dataset,yelp reviews full (yelp) 2015,yelp-2018,,10.5281/zenodo.5259139,Zenodo
11003210,Yelp,Dataset,yelp,yelp-2018,,10.5281/zenodo.11003210,Zenodo
8288433,DataCI Continuous Text Classification Example Using Yelp Dataset,Dataset,dataci continuous text classification example using yelp dataset,yelp-2018,,10.5281/zenodo.8288433,Zenodo
7555898,Yelp 2013,Dataset,yelp 2013,yelp-2018,,10.5281/zenodo.7555898,Zenodo
5997435,COMPRISE_Data06_YELP_V1.0,Dataset,comprise_data06_yelp_v1.0,yelp-2018,,10.5281/zenodo.5997435,Zenodo
1186609,Business popularity in Yelp,Dataset,business popularity in yelp,yelp-2018,,10.5281/zenodo.1186609,Zenodo
15708101,The Yelp Collaborative Knowledge Graph,Dataset,the yelp collaborative knowledge graph,yelp-2018,,10.5281/zenodo.15708101,Zenodo
10997653,Gowalla,Dataset,gowalla,gowalla,,10.5281/zenodo.10997653,Zenodo
6369319,Spatiotemporal checkins with social connections,Dataset,spatiotemporal checkins with social connections,gowalla,,10.5281/zenodo.6369319,Zenodo
7949307,Geotagged Digital Traces,Dataset,geotagged digital traces,gowalla,,10.5281/zenodo.7949307,Zenodo
15067024,Gowalla check-in dataset,Dataset,gowalla check-in dataset,gowalla,,10.5281/zenodo.15067024,Zenodo
10048949,Data for:  Insect host plant relationships from Luis Martorell's annotated food plant catalog of the insects of Puerto Rico,Dataset,data for:  insect host plant relationships from luis martorell's annotated food plant catalog of the insects of puerto rico,rico,,10.5061/dryad.hqbzkh1mv,Zenodo
12600316,kchemorion/MBEDSpeech: V 1.0 MVP,Software,kchemorion/mbedspeech: v 1.0 mvp,google speech commands,,10.5281/zenodo.12600316,Zenodo
14885241,Speech commands keywords,Dataset,speech commands keywords,google speech commands,,10.5281/zenodo.14885241,Zenodo
14140800,Hearing Aid Noisy Speech Dataset,Dataset,hearing aid noisy speech dataset,google speech commands,,10.5281/zenodo.14140800,Zenodo
4662481,Arabic Speech Commands Dataset,Dataset,arabic speech commands dataset,google speech commands,,10.5281/zenodo.4662481,Zenodo
11106540,Fluent speech commands dataset,Dataset,fluent speech commands dataset,google speech commands,,10.5281/zenodo.11106540,Zenodo
4682101,Speech Commands Curated from Tensorflow,Dataset,speech commands curated from tensorflow,google speech commands,,10.1234/commands,Zenodo
834934,VoCub dataset,Dataset,vocub dataset,google speech commands,,10.5281/zenodo.834934,Zenodo
2634588,Billion Triple Challenge (BTC) 2019 Dataset,Dataset,billion triple challenge (btc) 2019 dataset,wget,,10.5281/zenodo.2634588,Zenodo
13738569,".bed / .bim / .fam files, for 1kg, converted from the raw data on the PLINK website",Dataset,".bed / .bim / .fam files, for 1kg, converted from the raw data on the plink website",wget,,10.5281/zenodo.13738569,Zenodo
6215117,"Dataset for ""Mass loss of the Antarctic ice sheet until the year 3000 under a sustained late-21st-century climate""",Dataset,"dataset for ""mass loss of the antarctic ice sheet until the year 3000 under a sustained late-21st-century climate""",wget,,10.5281/zenodo.6215117,Zenodo
6029867,"Dataset for ""Mass loss of the Greenland ice sheet until the year 3000 under a sustained late-21st-century climate""",Dataset,"dataset for ""mass loss of the greenland ice sheet until the year 3000 under a sustained late-21st-century climate""",wget,,10.5281/zenodo.6029867,Zenodo
2651652,Results of the initMIP-Antarctica experiments: an ice sheet initialization intercomparison of ISMIP6,Dataset,results of the initmip-antarctica experiments: an ice sheet initialization intercomparison of ismip6,wget,,10.5281/zenodo.2651652,Zenodo
6385347,"Repo for Leech & Rogers-Smith et al (2021), ""Mass mask-wearing is associated with reduced COVID-19 transmission""",Software,"repo for leech & rogers-smith et al (2021), ""mass mask-wearing is associated with reduced covid-19 transmission""",wget,,10.5281/zenodo.6385347,Zenodo
5071539,Tutorial output for Tourmaline amplicon sequence processing workflow,Dataset,tutorial output for tourmaline amplicon sequence processing workflow,wget,,10.5281/zenodo.5071539,Zenodo
8271094,ika-rwth-aachen/libtensorflow_cc,Software,ika-rwth-aachen/libtensorflow_cc,wget,,10.5281/zenodo.8271094,Zenodo
14885241,Speech commands keywords,Dataset,speech commands keywords,speech commands v2,,10.5281/zenodo.14885241,Zenodo
4662481,Arabic Speech Commands Dataset,Dataset,arabic speech commands dataset,speech commands v2,,10.5281/zenodo.4662481,Zenodo
11106540,Fluent speech commands dataset,Dataset,fluent speech commands dataset,speech commands v2,,10.5281/zenodo.11106540,Zenodo
4682101,Speech Commands Curated from Tensorflow,Dataset,speech commands curated from tensorflow,speech commands v2,,10.1234/commands,Zenodo
834934,VoCub dataset,Dataset,vocub dataset,speech commands v2,,10.5281/zenodo.834934,Zenodo
4452953,Written and spoken digits database for multimodal learning,Dataset,written and spoken digits database for multimodal learning,speech commands v2,,10.5281/zenodo.4452953,Zenodo
12600316,kchemorion/MBEDSpeech: V 1.0 MVP,Software,kchemorion/mbedspeech: v 1.0 mvp,speech commands v2,,10.5281/zenodo.12600316,Zenodo
12600316,kchemorion/MBEDSpeech: V 1.0 MVP,Software,kchemorion/mbedspeech: v 1.0 mvp,google speech commands v2,,10.5281/zenodo.12600316,Zenodo
14885241,Speech commands keywords,Dataset,speech commands keywords,google speech commands v2,,10.5281/zenodo.14885241,Zenodo
14140800,Hearing Aid Noisy Speech Dataset,Dataset,hearing aid noisy speech dataset,google speech commands v2,,10.5281/zenodo.14140800,Zenodo
4662481,Arabic Speech Commands Dataset,Dataset,arabic speech commands dataset,google speech commands v2,,10.5281/zenodo.4662481,Zenodo
11106540,Fluent speech commands dataset,Dataset,fluent speech commands dataset,google speech commands v2,,10.5281/zenodo.11106540,Zenodo
4682101,Speech Commands Curated from Tensorflow,Dataset,speech commands curated from tensorflow,google speech commands v2,,10.1234/commands,Zenodo
834934,VoCub dataset,Dataset,vocub dataset,google speech commands v2,,10.5281/zenodo.834934,Zenodo
16731584,Incorrect Context Uncertainty,Dataset,incorrect context uncertainty,hotpotqa,,10.5281/zenodo.16731584,Zenodo
17276876,nafew-azim/AUTODSPy: v1.0.0 – Initial Stable Release,Software,nafew-azim/autodspy: v1.0.0 – initial stable release,hotpotqa,,10.5281/zenodo.17276876,Zenodo
15871691,DSPy: Declarative Prompt Compilation for LLM Systems,Software,dspy: declarative prompt compilation for llm systems,hotpotqa,,10.5281/zenodo.15871691,Zenodo
14699392,Yusufsy/cnn-dailymail: Publication,Software,yusufsy/cnn-dailymail: publication,cnn-dailymail,,10.5281/zenodo.14699392,Zenodo
4562810,Pre-processed XSum and CNN/Dailymail for BERT-based summarization,Dataset,pre-processed xsum and cnn/dailymail for bert-based summarization,cnn-dailymail,,10.5281/zenodo.4562810,Zenodo
4048647,300 sub models(1D CNN),Software,300 sub models(1d cnn),cnn-dailymail,,10.5281/zenodo.4048647,Zenodo
7033859,CNN-LSTMs and Transformer RNNs for Sequential Data Prediction - COVID19 Case Study,Software,cnn-lstms and transformer rnns for sequential data prediction - covid19 case study,cnn-dailymail,,10.5281/zenodo.7033859,Zenodo
10183235,jlbuzins/cnn: CNN 1.1,Software,jlbuzins/cnn: cnn 1.1,cnn-dailymail,,10.5281/zenodo.10183235,Zenodo
5173136,esbgkannan/GT-CNN: GT-CNN,Software,esbgkannan/gt-cnn: gt-cnn,cnn-dailymail,,10.5281/zenodo.5173136,Zenodo
11625865,Dataset for: Asphalt pavement fatigue crack severity classification by infrared thermography and deep learning,Dataset,dataset for: asphalt pavement fatigue crack severity classification by infrared thermography and deep learning,cnn-dailymail,,10.5281/zenodo.11625865,Zenodo
3764699,CNN,Dataset,cnn,cnn-dailymail,,10.5281/zenodo.3764699,Zenodo
5337513,CNN,Dataset,cnn,cnn-dailymail,,10.5281/zenodo.5337513,Zenodo
6308367,Transplanted human organoids empower PK/PD assessment of drug candidate for the clinic,Software,transplanted human organoids empower pk/pd assessment of drug candidate for the clinic,goldfinch,,10.5281/zenodo.6308367,Zenodo
15802821,Automated analysis of bird head motion in unconstrained settings: A foundational study on semicircular canal evolution in archosaurs,Software,automated analysis of bird head motion in unconstrained settings: a foundational study on semicircular canal evolution in archosaurs,birdsnap,,10.5281/zenodo.15802821,Zenodo
15198884,"S2BMS - Sentinel-2 UK Butterfly Monitoring Scheme data set (Van der Plas et al., 2025, CVPR FGVC)",Dataset,"s2bms - sentinel-2 uk butterfly monitoring scheme data set (van der plas et al., 2025, cvpr fgvc)",fgvc,,10.5281/zenodo.15198884,Zenodo
16789270,Rare Animal Fine-Grained Visual Classification (FGVC) Benchmark,Dataset,rare animal fine-grained visual classification (fgvc) benchmark,fgvc,,10.5281/zenodo.16789270,Zenodo
4739276,LocaRDS: A Localization Reference Data Set,Dataset,locards: a localization reference data set,fgvc-aircraft,,10.5281/zenodo.4739276,Zenodo
2064963,"JPAD, A Java Application Programming Interface for Aircraft Design",Software,"jpad, a java application programming interface for aircraft design",fgvc-aircraft,,10.5281/zenodo.2064963,Zenodo
7100698,WhichDog: A crowdsourced dataset including candidate set-based labelling,Dataset,whichdog: a crowdsourced dataset including candidate set-based labelling,stanford dogs,,10.5281/zenodo.7100698,Zenodo
3237458,Twitter pre-trained word vectors,Dataset,twitter pre-trained word vectors,stanford dogs,,10.5281/zenodo.3237458,Zenodo
8099099,Online classified adverts reflect the broader United Kingdom trade in turtles and tortoises rather than drive it.,Dataset,online classified adverts reflect the broader united kingdom trade in turtles and tortoises rather than drive it.,stanford dogs,,10.5281/zenodo.8099099,Zenodo
4432838,Detection dogs in nature conservation: a database on their worldwide deployment with a review on breeds used and their performance compared to other methods,Dataset,detection dogs in nature conservation: a database on their worldwide deployment with a review on breeds used and their performance compared to other methods,stanford dogs,,10.5061/dryad.t76hdr804,Zenodo
13879824,"Data and code repository for the research ""Assessing the use of Airborne Electromagnetic Data for nitrate vulnerability assessment in the Central Valley, California""",Dataset,"data and code repository for the research ""assessing the use of airborne electromagnetic data for nitrate vulnerability assessment in the central valley, california""",stanford dogs,,10.5281/zenodo.13879824,Zenodo
8132656,"Data Repository for ""Integrating Water Quality Data with a Bayesian Network Model to Improve Spatial and Temporal Phosphorus Attribution: Application to the Maumee River Basin""",Dataset,"data repository for ""integrating water quality data with a bayesian network model to improve spatial and temporal phosphorus attribution: application to the maumee river basin""",stanford dogs,,10.5281/zenodo.8132656,Zenodo
5025478,How long is 3 kilometres for a butterfly? Ecological constraints and functional traits explain high mitochondrial genetic diversity between Sicily and the Italian Peninsula,Dataset,how long is 3 kilometres for a butterfly? ecological constraints and functional traits explain high mitochondrial genetic diversity between sicily and the italian peninsula,l-butterfly,,10.5061/dryad.5qfttdz1x,Zenodo
4936078,Data from: Phenological asynchrony in plant–butterfly interactions associated with climate: a community-wide perspective,Dataset,data from: phenological asynchrony in plant–butterfly interactions associated with climate: a community-wide perspective,l-butterfly,,10.5061/dryad.72551,Zenodo
3986071,Secondary contact zones of closely-related Erebia butterflies overlap with narrow phenotypic and parasitic clines,Dataset,secondary contact zones of closely-related erebia butterflies overlap with narrow phenotypic and parasitic clines,l-butterfly,,10.5061/dryad.j6q573nb5,Zenodo
15198884,"S2BMS - Sentinel-2 UK Butterfly Monitoring Scheme data set (Van der Plas et al., 2025, CVPR FGVC)",Dataset,"s2bms - sentinel-2 uk butterfly monitoring scheme data set (van der plas et al., 2025, cvpr fgvc)",l-butterfly,,10.5281/zenodo.15198884,Zenodo
10233103,Butterfly,Dataset,butterfly,l-butterfly,,10.5281/zenodo.10233103,Zenodo
15304081,Dog Pain Database: A Multidimensional Dataset for Investigating Canine Pain,Dataset,dog pain database: a multidimensional dataset for investigating canine pain,l-dog,,10.5281/zenodo.15304081,Zenodo
4942650,"Data from: Tasting novel foods and selecting nutrient content in a highly successful ecological invader, the common myna",Dataset,"data from: tasting novel foods and selecting nutrient content in a highly successful ecological invader, the common myna",l-dog,,10.5061/dryad.3q7k6,Zenodo
16615314,Supplementary Materials Appendices A-D_FDA Study,Dataset,supplementary materials appendices a-d_fda study,l-dog,,10.5281/zenodo.16615314,Zenodo
5181503,dog-qiuqiu/Yolo-FastestV2: V0.2,Software,dog-qiuqiu/yolo-fastestv2: v0.2,l-dog,,10.5281/zenodo.5181503,Zenodo
4739276,LocaRDS: A Localization Reference Data Set,Dataset,locards: a localization reference data set,l-aircraft,,10.5281/zenodo.4739276,Zenodo
17156271,Flickr: Flickr Group (15),Dataset,flickr: flickr group (15),flickr testing set,,10.5281/zenodo.17156271,Zenodo
17157011,Flickr: Flickr BHL (544),Dataset,flickr: flickr bhl (544),flickr testing set,,10.5281/zenodo.17157011,Zenodo
13318983,Flickr: BHL Flickr cropped images,Dataset,flickr: bhl flickr cropped images,flickr testing set,,10.5281/zenodo.13318983,Zenodo
13318980,Flickr: Smithsonian Wild Flickr (650),Dataset,flickr: smithsonian wild flickr (650),flickr testing set,,10.5281/zenodo.13318980,Zenodo
15166413,Lidar testing data set,Dataset,lidar testing data set,flickr testing set,,10.5281/zenodo.15166413,Zenodo
1243855,Testing,Dataset,testing,flickr testing set,,10.5281/zenodo.1243855,Zenodo
15294455,Ontology-based Testing Data Set,Dataset,ontology-based testing data set,flickr testing set,,10.5281/zenodo.15294455,Zenodo
12771266,"Results outputs for ""Beyond the Hype: Identifying and Analyzing Math Word Problem-Solving Challenges for Large Language Models""",Dataset,"results outputs for ""beyond the hype: identifying and analyzing math word problem-solving challenges for large language models""",svamp,,10.5281/zenodo.12771266,Zenodo
13345343,RBC-SatImg: Sentinel-2 Imagery and WatData Labels for Water Mapping,Dataset,rbc-satimg: sentinel-2 imagery and watdata labels for water mapping,spiral,,10.5281/zenodo.13345343,Zenodo
14917853,Global Spiral Freezer Market 2025 To 2034,Dataset,global spiral freezer market 2025 to 2034,spiral,,10.5281/zenodo.14917853,Zenodo
7676820,gap-packages/circle: Circle 1.6.6,Software,gap-packages/circle: circle 1.6.6,circle,,10.5281/zenodo.7676820,Zenodo
7672210,not available,Dataset,not available,circle,,10.5281/zenodo.7672210,Zenodo
7574070,Coordinates of the packing configurations of  arXiv:2212.12287 [cs.CG],Dataset,coordinates of the packing configurations of  arxiv:2212.12287 [cs.cg],circle,,10.5281/zenodo.7574070,Zenodo
10223048,Security Assessment,Software,security assessment,security,,10.5281/zenodo.10223048,Zenodo
8182674,AssureMOSS Prospector Reports Dataset (Tracer),Dataset,assuremoss prospector reports dataset (tracer),security,,10.5281/zenodo.8182674,Zenodo
8182670,AssureMOSS Vulnerability Statements Dataset (Steady),Dataset,assuremoss vulnerability statements dataset (steady),security,,10.5281/zenodo.8182670,Zenodo
8182663,AssureMOSS Prospector Reports Dataset (Steady),Dataset,assuremoss prospector reports dataset (steady),security,,10.5281/zenodo.8182663,Zenodo
8182671,AssureMOSS Vulnerability Statements Dataset (Tracer),Dataset,assuremoss vulnerability statements dataset (tracer),security,,10.5281/zenodo.8182671,Zenodo
10141593,CIC-IDS-2017 V2,Dataset,cic-ids-2017 v2,cicids2017,,10.5281/zenodo.10141593,Zenodo
15046995,SAFE-NID: Self-Attention with Normalizing-Flow Encodings for Network Intrusion Detection Dataset,Dataset,safe-nid: self-attention with normalizing-flow encodings for network intrusion detection dataset,cicids2017,,10.5281/zenodo.15046995,Zenodo
6409161,unsubshafiq/autoencoder-transferlearning: Transfer Learning AutoEncoder Neural Networks for Anomaly Detection of DDoS Generating IoT Devices,Software,unsubshafiq/autoencoder-transferlearning: transfer learning autoencoder neural networks for anomaly detection of ddos generating iot devices,cicids2017,,10.5281/zenodo.6409161,Zenodo
7258579,UNSW-NB15 and CIC-IDS2017 Labelled PCAP Data,Dataset,unsw-nb15 and cic-ids2017 labelled pcap data,cicids2017,,10.5281/zenodo.7258579,Zenodo
5770290,DDoS Attacks Data Set - Consolidated from CICDDOS2019 and CICIDS2017,Dataset,ddos attacks data set - consolidated from cicddos2019 and cicids2017,cicids2017,,10.5281/zenodo.5770290,Zenodo
10206130,CY0P5 - ML Datasets,Software,cy0p5 - ml datasets,cicids2017,,10.5281/zenodo.10206130,Zenodo
16299100,tor,Software,tor,tor-nontor,,10.5281/zenodo.16299100,Zenodo
10236399,Brandenburger Tor,Dataset,brandenburger tor,tor-nontor,,10.5281/zenodo.10236399,Zenodo
15462997,Mimir Crawler,Software,mimir crawler,tor-nontor,,10.5281/zenodo.15462997,Zenodo
16299100,tor,Software,tor,tor,,10.5281/zenodo.16299100,Zenodo
10236399,Brandenburger Tor,Dataset,brandenburger tor,tor,,10.5281/zenodo.10236399,Zenodo
15462997,Mimir Crawler,Software,mimir crawler,tor,,10.5281/zenodo.15462997,Zenodo
14736990,Lemon Artifact for USENIX 2025,Software,lemon artifact for usenix 2025,ddos attach,,10.5281/zenodo.14736990,Zenodo
10149295,CSE-CIC-IDS2018 V2,Dataset,cse-cic-ids2018 v2,cse-cic-ids2018,,10.5281/zenodo.10149295,Zenodo
10141556,NSL KDD V2,Dataset,nsl kdd v2,nsl version of kdd security,,10.5281/zenodo.10141556,Zenodo
10141556,NSL KDD V2,Dataset,nsl kdd v2,nsl,,10.5281/zenodo.10141556,Zenodo
4570697,Data from: Application of a novel haplotype-based scan for local adaptation to study high-altitude adaptation in rhesus macaques,Dataset,data from: application of a novel haplotype-based scan for local adaptation to study high-altitude adaptation in rhesus macaques,nsl,,10.5061/dryad.kkwh70s40,Zenodo
8264130,USC-NSL/UbiPose: v1.0,Software,usc-nsl/ubipose: v1.0,nsl,,10.5281/zenodo.8264130,Zenodo
7868483,Protein network analysis links the NSL complex to Parkinson's disease via mitochondrial & nuclear biology,Dataset,protein network analysis links the nsl complex to parkinson's disease via mitochondrial & nuclear biology,nsl,,10.5281/zenodo.7868483,Zenodo
14976718,A collinear shower algorithm for NSL non-singlet fragmentation,Software,a collinear shower algorithm for nsl non-singlet fragmentation,nsl,,10.5281/zenodo.14976718,Zenodo
15144603,"Table 1 in Big trees of small baskets: phylogeny of the Australian genus Spyridium (Rhamnaceae: Pomaderreae), focusing on biogeographic patterns and species circumscriptions",Dataset,"table 1 in big trees of small baskets: phylogeny of the australian genus spyridium (rhamnaceae: pomaderreae), focusing on biogeographic patterns and species circumscriptions",nsl,,10.5281/zenodo.15144603,Zenodo
10141556,NSL KDD V2,Dataset,nsl kdd v2,nsl-kdd,,10.5281/zenodo.10141556,Zenodo
14736990,Lemon Artifact for USENIX 2025,Software,lemon artifact for usenix 2025,ddos evaluation,,10.5281/zenodo.14736990,Zenodo
5770290,DDoS Attacks Data Set - Consolidated from CICDDOS2019 and CICIDS2017,Dataset,ddos attacks data set - consolidated from cicddos2019 and cicids2017,ddos-2019,,10.5281/zenodo.5770290,Zenodo
5113572,CLDAP DDoS attack sample,Dataset,cldap ddos attack sample,ddos-2019,,10.5281/zenodo.5113572,Zenodo
15703855,DDoS-Sandbox,Dataset,ddos-sandbox,ddos-2019,,10.5281/zenodo.15703855,Zenodo
5770290,DDoS Attacks Data Set - Consolidated from CICDDOS2019 and CICIDS2017,Dataset,ddos attacks data set - consolidated from cicddos2019 and cicids2017,cicddos2019,,10.5281/zenodo.5770290,Zenodo
17121740,"SDN traffic data collected from self-generated TCP SYN Flood DDoS attack within 2 hosts, 1 switch network and from public dataset CIC-DDoS2019 in 2025",Dataset,"sdn traffic data collected from self-generated tcp syn flood ddos attack within 2 hosts, 1 switch network and from public dataset cic-ddos2019 in 2025",cicddos2019,,10.5281/zenodo.17121740,Zenodo
10613218,CIC Framework,Software,cic framework,cic dos,,10.5281/zenodo.10613218,Zenodo
15177335,"Dataset: Variação mensal e sazonal de populações e Interações Antrópicas de Trinta-réis-real (Thalasseus maximus, Boddaert, 1783), Trinta-réis-de-bando (Thalasseus acuflavidus, Saunders, 1876) e Gaivotões (Larus dominicanus, Lichtenstein, 1823) na Costa Central de São Paulo",Dataset,"dataset: variação mensal e sazonal de populações e interações antrópicas de trinta-réis-real (thalasseus maximus, boddaert, 1783), trinta-réis-de-bando (thalasseus acuflavidus, saunders, 1876) e gaivotões (larus dominicanus, lichtenstein, 1823) na costa central de são paulo",dos,,10.5281/zenodo.15177335,Zenodo
14673592,JoelAnyam/VPN-TEST: v1.0.0,Software,joelanyam/vpn-test: v1.0.0,vpn-nonvpn,,10.5281/zenodo.14673592,Zenodo
17920,mpdtls-vpn: First Release,Software,mpdtls-vpn: first release,vpn-nonvpn,,10.5281/zenodo.17920,Zenodo
14810237,cristiancmoises/torando: TORANDO - TOR VPN,Software,cristiancmoises/torando: torando - tor vpn,vpn-nonvpn,,10.5281/zenodo.14810237,Zenodo
14810237,cristiancmoises/torando: TORANDO - TOR VPN,Software,cristiancmoises/torando: torando - tor vpn,vpn,,10.5281/zenodo.14810237,Zenodo
14673592,JoelAnyam/VPN-TEST: v1.0.0,Software,joelanyam/vpn-test: v1.0.0,vpn,,10.5281/zenodo.14673592,Zenodo
17920,mpdtls-vpn: First Release,Software,mpdtls-vpn: first release,vpn,,10.5281/zenodo.17920,Zenodo
17284239,LiteNet: Lightweight Network Traffic Classification for Edge Devices,Software,litenet: lightweight network traffic classification for edge devices,iscxvpn2016,,10.5281/zenodo.17284239,Zenodo
15863131,mskrcnis/vpn-traffic-classification: First public release: VPN/Non-VPN Traffic Classification Pipeline,Software,mskrcnis/vpn-traffic-classification: first public release: vpn/non-vpn traffic classification pipeline,iscxvpn2016,,10.5281/zenodo.15863131,Zenodo
15862668,CICFlowMeter-Extracted Multi-Class VPN/Non-VPN Traffic Data from ISCXVPN2016 and VNAT,Dataset,cicflowmeter-extracted multi-class vpn/non-vpn traffic data from iscxvpn2016 and vnat,iscxvpn2016,,10.5281/zenodo.15862668,Zenodo
15763692,Network Flow Datasets Derived from ISCXVPN2016 and VNAT Using CICFlowMeter,Dataset,network flow datasets derived from iscxvpn2016 and vnat using cicflowmeter,iscxvpn2016,,10.5281/zenodo.15763692,Zenodo
3689089,Topological Botnet Detection,Dataset,topological botnet detection,botnet,,10.5281/zenodo.3689089,Zenodo
6852833,NCC-2 Generator: Simultaneous Botnet Dataset Generator,Software,ncc-2 generator: simultaneous botnet dataset generator,botnet,,10.5281/zenodo.6852833,Zenodo
16753981,CESNET-CC25: Dataset for detection of C&C communication of botnets in the periodic behavior features from multiflow time series format,Dataset,cesnet-cc25: dataset for detection of c&c communication of botnets in the periodic behavior features from multiflow time series format,botnet,,10.5281/zenodo.16753981,Zenodo
3490959,diogols/gtsrb-pytorch: GTSRB PyTorch,Software,diogols/gtsrb-pytorch: gtsrb pytorch,gtsrb,,10.5281/zenodo.3490959,Zenodo
14721214,Datasets for FormaliSE '25 Paper: Robustness Verification of Video Classification Neural Networks,Dataset,datasets for formalise '25 paper: robustness verification of video classification neural networks,gtsrb,,10.5281/zenodo.14721214,Zenodo
16326403,GTSRB-Concepts: Additional German Traffic Sign Recognition Benchmark Labels and Ontology,Dataset,gtsrb-concepts: additional german traffic sign recognition benchmark labels and ontology,gtsrb,,10.5281/zenodo.16326403,Zenodo
13741936,GTSRB - German Traffic Sign Recognition Benchmark by Real-Time Computer Vision at Ruhr-Universität Bochum,Dataset,gtsrb - german traffic sign recognition benchmark by real-time computer vision at ruhr-universität bochum,gtsrb,,10.5281/zenodo.13741936,Zenodo
16326403,GTSRB-Concepts: Additional German Traffic Sign Recognition Benchmark Labels and Ontology,Dataset,gtsrb-concepts: additional german traffic sign recognition benchmark labels and ontology,german traffic sign recognition benchmark,,10.5281/zenodo.16326403,Zenodo
13741936,GTSRB - German Traffic Sign Recognition Benchmark by Real-Time Computer Vision at Ruhr-Universität Bochum,Dataset,gtsrb - german traffic sign recognition benchmark by real-time computer vision at ruhr-universität bochum,german traffic sign recognition benchmark,,10.5281/zenodo.13741936,Zenodo
1217105,Extended Malaysian Traffic Sign Dataset (EMTD),Dataset,extended malaysian traffic sign dataset (emtd),german traffic sign recognition benchmark,,10.5281/zenodo.1217105,Zenodo
584139,surge monthly maxima from GTSR,Dataset,surge monthly maxima from gtsr,gtsr,,10.5281/zenodo.584139,Zenodo
3660927,"CoDEC Dataset - Data underlying the paper ""A high-resolution global dataset of extreme sea levels, tides and storm surges including future projections """,Dataset,"codec dataset - data underlying the paper ""a high-resolution global dataset of extreme sea levels, tides and storm surges including future projections """,gtsr,,10.5281/zenodo.3660927,Zenodo
4106456,Global reanalysis of riverine water levels at the river mouth,Dataset,global reanalysis of riverine water levels at the river mouth,gtsr,,10.5281/zenodo.4106456,Zenodo
10089977,CIFAR-10 & CIFAR-100,Dataset,cifar-10 & cifar-100,cifar 10,,10.5281/zenodo.10089977,Zenodo
582892,Baseline models and optimized CNN models for 8 datasets,Dataset,baseline models and optimized cnn models for 8 datasets,cifar 10,,10.5281/zenodo.582892,Zenodo
15188748,Rescaled CIFAR-10 dataset,Dataset,rescaled cifar-10 dataset,cifar 10,,10.5281/zenodo.15188748,Zenodo
8316298,CIFAR-10-R dataset,Dataset,cifar-10-r dataset,cifar 10,,10.5281/zenodo.8316298,Zenodo
12736985,Image-inpainting-over-CIFAR-10,Software,image-inpainting-over-cifar-10,cifar 10,,10.5281/zenodo.12736985,Zenodo
4420520,ychzhang/fracbnn: Code for FracBNN CIFAR-10,Software,ychzhang/fracbnn: code for fracbnn cifar-10,cifar 10,,10.5281/zenodo.4420520,Zenodo
8394847,Semantic-Discrepant Outliers on CIFAR-10 Dataset,Dataset,semantic-discrepant outliers on cifar-10 dataset,cifar 10,,10.5281/zenodo.8394847,Zenodo
10970014,Dollar street 10 - 64x64x3,Dataset,dollar street 10 - 64x64x3,cifar 10,,10.5281/zenodo.10970014,Zenodo
14735130,Federated SVHN (i.i.d.) and CIFAR-10 (i.i.d. and non-i.i.d.),Dataset,federated svhn (i.i.d.) and cifar-10 (i.i.d. and non-i.i.d.),cifar 10,,10.5281/zenodo.14735130,Zenodo
14986611,CIFAR10,Dataset,cifar10,cifar_10,,10.5281/zenodo.14986611,Zenodo
7821075,Results of Project NeurAdapt:  Demonstration of Dynamic Flow CNN,Software,results of project neuradapt:  demonstration of dynamic flow cnn,cifar_10,,10.5281/zenodo.7821075,Zenodo
10089977,CIFAR-10 & CIFAR-100,Dataset,cifar-10 & cifar-100,cifar_10,,10.5281/zenodo.10089977,Zenodo
15188748,Rescaled CIFAR-10 dataset,Dataset,rescaled cifar-10 dataset,cifar_10,,10.5281/zenodo.15188748,Zenodo
14588944,CIFAR10 statistics and PCA,Dataset,cifar10 statistics and pca,cifar_10,,10.5281/zenodo.14588944,Zenodo
5595409,stfxecutables/MLE-Image-Classification: Version 1.0.0.1,Software,stfxecutables/mle-image-classification: version 1.0.0.1,cifar_10,,10.5281/zenodo.5595409,Zenodo
8394847,Semantic-Discrepant Outliers on CIFAR-10 Dataset,Dataset,semantic-discrepant outliers on cifar-10 dataset,cifar_10,,10.5281/zenodo.8394847,Zenodo
15682346,Open Research Dataset of the 1932 Cairo Congress of Arab Music (ORD-CC32),Dataset,open research dataset of the 1932 cairo congress of arab music (ord-cc32),musique,,10.5281/zenodo.15682346,Zenodo
7555342,TREC,Dataset,trec,trec,,10.5281/zenodo.7555342,Zenodo
