#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value


#Text=  
0-0	0-2	 	*[720]|*[1100]	PROGLANG[720]|WORKSHOP[720]|LICENSE[720]|ONTOLOGY[720]|PROJECT[720]|SOFTWARE[720]|DATASET[720]|EVALMETRIC[720]|PUBLICATION[720]|CONFERENCE[1100]
23-772	13897-13899	et	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-773	13900-13902	al	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-774	13902-13903	.	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-775	13903-13904	\*	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-776	13904-13905	:	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-777	13906-13907	\[	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-778	13907-13915	Enhanced	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-779	13916-13923	Network	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-780	13924-13933	Embedding	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-781	13934-13938	with	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-782	13939-13943	Text	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-783	13944-13955	Information	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-784	13955-13956	\]	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-785	13956-13957	(	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-786	13957-13962	https	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-787	13962-13963	:	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-788	13963-13964	/	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-789	13964-13965	/	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-790	13965-13984	ieeexplore.ieee.org	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-791	13984-13985	/	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-792	13985-13993	document	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-793	13993-13994	/	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-794	13994-14001	8545577	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-795	14001-14002	)	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-796	14003-14004	(	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-797	14004-14008	ICPR	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-798	14009-14013	2018	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-799	14013-14014	)	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-800	14016-14017	\*	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-801	14018-14019	\*	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-802	14019-14020	\*	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-803	14020-14021	\[	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-804	14021-14025	ASNE	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-805	14025-14026	\]	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-806	14026-14027	(	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-807	14027-14032	https	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-808	14032-14033	:	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-809	14033-14034	/	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-810	14034-14035	/	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-811	14035-14060	karateclub.readthedocs.io	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-811	14035-14045	karateclub	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-812	14060-14061	/	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-813	14061-14063	en	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-814	14063-14064	/	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-815	14064-14070	latest	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-816	14070-14071	/	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-817	14071-14078	modules	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-818	14078-14079	/	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-819	14079-14088	root.html	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-820	14088-14089	#	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-821	14089-14135	karateclub.node\_embedding.attributed.asne.ASNE	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-821	14089-14099	karateclub	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-822	14135-14136	)	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-823	14136-14137	\*	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-824	14137-14138	\*	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-825	14139-14143	from	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-826	14144-14148	Liao	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-827	14149-14150	\*	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-828	14150-14152	et	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-829	14153-14155	al	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-830	14155-14156	.	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-831	14156-14157	\*	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-832	14157-14158	:	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-833	14159-14160	\[	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-834	14160-14170	Attributed	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-835	14171-14177	Social	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-836	14178-14185	Network	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-837	14186-14195	Embedding	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-838	14195-14196	\]	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-839	14196-14197	(	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-840	14197-14202	https	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-841	14202-14203	:	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-842	14203-14204	/	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-843	14204-14205	/	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-844	14205-14214	arxiv.org	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-845	14214-14215	/	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-846	14215-14218	abs	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-847	14218-14219	/	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-848	14219-14229	1705.04969	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-849	14229-14230	)	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-850	14231-14232	(	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-851	14232-14236	TKDE	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-852	14237-14241	2018	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-853	14241-14242	)	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-854	14244-14245	\*	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-855	14245-14246	\*	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-856	14246-14250	Meta	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-857	14251-14255	Node	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-858	14256-14265	Embedding	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-859	14265-14266	\*	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-860	14266-14267	\*	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-861	14269-14270	\*	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-862	14271-14272	\*	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-863	14272-14273	\*	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-864	14273-14274	\[	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-865	14274-14277	NEU	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-866	14277-14278	\]	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-867	14278-14279	(	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-868	14279-14284	https	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-869	14284-14285	:	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-870	14285-14286	/	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-871	14286-14287	/	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-872	14287-14312	karateclub.readthedocs.io	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
